PAUL,ABRAHAM,Athlete,Swimming
RYAN,ABRAHAM,Athlete,Curling
DANIELLE,ABRAHAMSON,Athlete,Softball
ALONA,ABRAM,Athlete,Hockey
TAZMAN,ABRAMOWICZ,Athlete,Diving
AARON,ABRAMS,Athlete,Rugby
ANDREA,ABRAMS,Athlete,Athletics
CHRISTAL,ABRAMS,Athlete,Softball
MARK,ABRAMS,Athlete,Lacrosse
ROGER,ABRAMS,Athlete,Volleyball
LORNE,ABRAMSON,Manager,Volleyball
PIERRE,ABRAN,Coach,Table Tennis
BRYAN,ABREY,Athlete,Softball
CLAIRE,ABREY,Athlete,Soccer
ROBERT,ABRIEL,Athlete,Cycling
MARC,ABSHAGEN,Athlete,Soccer
MO,ABUKAR,Athlete,Basketball
GERMAN,ABURTO,Coach,Soccer
DANIELLE,ABUSOW,Athlete,Rowing
ANTHONY TJ,ACETI,Athlete,Hockey
JULIE,ACETI,Athlete,Rowing
RODRIGO,ACEVEDO,Athlete,Soccer
JEN,ACHESON,Athlete,Swimming
JOHN,ACHESON,Athlete,Athletics
K. P.,ACHESON,Athlete,Basketball
KEN,ACHESON,Athlete,Baseball
LYNDSY,ACHESON,Athlete,Hockey
MARIO,ACHILLEOS,Athlete,Soccer
BRADY,ACHTYMICHUK,Athlete,Alpine skiing
GERALD,ACHTYMICHUK,Athlete,Curling
ANDY,ACHUFF,Manager,Cycling
ANDY CHRISTOPHER,ACHUFF,Manager,Cycling
AMY,ACKER,Athlete,Gymnastics
CHERYL,ACKER,Athlete,Athletics
ISSAC,ACKER,Athlete,Wrestling
JENNIFER,ACKER,Coach, Athlete,Gymnastics
LINDA,ACKER,Manager,Athletics
TRACY,ACKER,Manager, Coach, Athlete,Athletics
KEITH,ACKERLEY,Athlete,Baseball
CARSON,ACKERMAN,Athlete,Curling
ERNIE,ACKERMAN,Athlete,Wrestling
GORDON WILLIAM,ACKERMAN,Athlete,Baseball
KIRK DON,ACKERMAN,Athlete,Wrestling
PATRICK,ACKERMAN,Coach,Curling
SKYLAR,ACKERMAN,Athlete,Curling
ADRIENNE SUZANNE,ACKERMANN,Athlete,Target Shooting
SARAH LYNN,ACKERMANN,Athlete,Target Shooting
SHIRLEY ANNE,ACKERMANN,Manager,Target Shooting
TINA,ACKERMANS,Athlete,Artistic Swimming
ALYSON PATRICIA,ACKMAN,Athlete,Swimming
ANNABELLE,ACKROYD,Athlete,Golf
JON VEA,ACOB,Coach,Basketball
BILL,ACORN,Athlete,Lawn Bowling
LORNE R,ACORN,Coach,Tennis
MICHAEL,ACORN,Athlete,Rugby
ROBERT,ACORN,Athlete,Wrestling
VALERIE LYNN,ACORN,Manager,Target Shooting
WREN,ACORN,Athlete,Speed Skating
JOHN,ACREMAN,Coach, Athlete,Soccer
CHRISTINA MARIE,ACTON,Coach,Speed Skating
SAMUEL BENJAMIN,ACTON,Athlete,Swimming
CARTER,ADAIR,Athlete,Curling
JAKE,ADAIR,Athlete,Sailing
JAMES ERIC MARTIN,ADAIR,Athlete,Figure Skating
JASON,ADAIR,Athlete,Boxing
ARLYN,ADAM,Athlete,Basketball
AVI,ADAM,Athlete,Hockey
B.,ADAM,Athlete,Softball
GERRY,ADAM,Manager,Curling
HEATHER,ADAM,Athlete,Basketball
LAUREN NICOLE,ADAM,Athlete,Swimming
LUC,ADAM,Athlete,Basketball
LUKE JOHN,ADAM,Athlete,Hockey
MEAGAN,ADAM,Athlete,Archery
MIKE,ADAM,Athlete,Curling
PATRICK ALAIN,ADAM,Athlete,Swimming
STEPHANE,ADAM,Athlete,Volleyball
TRAVIS M.,ADAM,Athlete,Fencing
ANGELA,ADAMCHUK,Athlete,Cross Country Skiing
TONY,ADAMIC,Athlete,Baseball
TAMI,ADAMOSKI,Manager,Fencing
MELLI,ADAM-REIMER,Athlete,Gymnastics
ANDREW,ADAMS,Athlete,Water Polo
ANGUS,ADAMS,Athlete,Baseball
ASHLEY,ADAMS,Athlete,Soccer
BRIAN G.,ADAMS,Athlete,Curling
CHARMENE,ADAMS,Athlete,Basketball
CHRIS,ADAMS,Athlete,Table Tennis
CHRISTOPHER,ADAMS,Athlete,Basketball
CLAIRE,ADAMS,Athlete,Weightlifting
COLIN,ADAMS,Athlete,Boxing
DALE,ADAMS,Coach,Wrestling
DANIELLE K,ADAMS,Athlete,Judo
DAVE,ADAMS,Coach,Basketball
DAVID,ADAMS,Athlete,Weightlifting
DEAN,ADAMS,Athlete,Basketball
DEB,ADAMS,Coach,Hockey
DUSTIN,ADAMS,Athlete,Soccer
ELLIOTT,ADAMS,Athlete,Wrestling
EMMA,ADAMS,Athlete,Softball
ERIKA JEAN,ADAMS,Coach,Canoe Kayak
G.,ADAMS,Athlete,Wrestling
GARETH,ADAMS,Athlete,Rugby
GARY,ADAMS,Athlete,Swimming
GARY,ADAMS,Athlete,Rowing
GERAD,ADAMS,Athlete,Hockey
HAYDEN,ADAMS,Athlete,Swimming
HILLARY,ADAMS,Athlete,Canoe Kayak
JAKE,ADAMS,Athlete,Snowboard
JAMES,ADAMS,Athlete,Curling
JAMIE,ADAMS,Athlete,Softball
JASON,ADAMS,Athlete,Baseball
JAYSON,ADAMS,Athlete,Athletics
JO-ANNE,ADAMS,Athlete,Weightlifting
JOHN,ADAMS,Athlete,Hockey
JOSEPH,ADAMS,Athlete,Volleyball
JOSH,ADAMS,Athlete,Table Tennis
JULIE L.,ADAMS,Athlete,Alpine skiing
KAREN,ADAMS,Athlete,Figure Skating
KATHERINE,ADAMS,Coach,Basketball
LARRY,ADAMS,Athlete,Boxing
LUCAS,ADAMS,Athlete,Baseball
MAHALIA,ADAMS,Athlete,Wrestling
MARK,ADAMS,Athlete,Boxing
MAUREEN,ADAMS,Athlete,Volleyball
MEGAN,ADAMS,Athlete,Curling
MEGHAN,ADAMS,Athlete,Volleyball, Tennis
MELANIE,ADAMS,Athlete,Artistic Swimming
NICHOLAS ROBERT BARRY,ADAMS,Athlete,Wrestling
NICHOLE MARIE,ADAMS,Athlete,Soccer
NORMA,ADAMS,Coach,Gymnastics
OLIVIA,ADAMS,Athlete,Triathlon
RILEY,ADAMS,Athlete,Speed Skating
ROB,ADAMS,Coach, Manager,Soccer, Volleyball
RYAN,ADAMS,Athlete,Athletics
RYAN,ADAMS,Athlete,Swimming
S.,ADAMS,Athlete,Volleyball
SAMUEL,ADAMS,Athlete,Athletics
SANDRA,ADAMS,Manager, Athlete,Speed Skating , Softball
SANDY,ADAMS,Manager,Softball
SARAH,ADAMS,Athlete,Field Hockey
SAWYER,ADAMS,Athlete,Hockey
SCOTT,ADAMS,Athlete,Softball
SETH,ADAMS,Athlete,Speed Skating
SHAINA,ADAMS,Athlete,Basketball
SHARIN,ADAMS,Athlete,Softball
SHAU,ADAMS,Athlete,Canoe Kayak
STACY MARIE,ADAMS,Athlete,Ringette
STEPHANIE,ADAMS,Athlete,Softball
STEPHANIE DEE,ADAMS,Athlete,Rowing
STEPHEN,ADAMS,Athlete,Baseball
STEVE,ADAMS,Coach,Athletics
THERESA,ADAMS,Athlete,Artistic Swimming
TODD,ADAMS,Athlete,Wrestling
TODD B.,ADAMS,Athlete,Biathlon
TRACEY,ADAMS,Athlete,Softball
TY,ADAMS,Athlete,Rowing
WILLIAM,ADAMS,Athlete,Curling
WILLIAM,ADAMS,Athlete,Sailing
ZACHARY,ADAMS,Athlete,Canoe Kayak
LISA MARIE,ADAMSCHEK,Manager,Soccer
PERRIS MEI LU JIE,ADAMSKI,Athlete,Table Tennis
BETH,ADAMSON,Athlete,Diving
BLAIR ROBERT JAMES,ADAMSON,Athlete,Softball
CAMERON,ADAMSON,Athlete,Athletics
CAROL,ADAMSON,Athlete,Artistic Swimming
E.,ADAMSON,Athlete,Wrestling
ELORA,ADAMSON,Athlete,Cross Country Skiing
JACE,ADAMSON,Athlete,Figure Skating
JACLYN,ADAMSON,Athlete,Athletics
JAN,ADAMSON,Athlete,Artistic Swimming
JEFF BRYAN,ADAMSON,Athlete,Wrestling
JODY,ADAMSON,Athlete,Athletics
LANCE,ADAMSON,Athlete
SEAN,ADAMSON,Athlete,Rugby
SHAUN,ADAMSON,Manager,Cycling
TOM STIRLING,ADAMSON,Athlete,Soccer
KRYSTAL D,ADAMUS,Athlete,Ringette
BRAEDEN COLE,ADAMYK,Athlete,Hockey
JENNIFER,ADCOCK,Athlete,Athletics
TOM,ADDERSON,Athlete,Athletics
BRENT,ADDISON,Athlete,Athletics
DIANNA,ADDISON,Athlete,Badminton
DUNCAN,ADDISON,Athlete,Tennis
MATHEW,ADDISON,Athlete,Swimming
PAETRA,ADDISON,Athlete,Artistic Swimming
SEAN MCKAY-FENLON,ADDISON,Athlete,Rowing
PAOLO,ADDONA,Athlete,Golf
JEREMY,ADDUONO,Athlete,Hockey
FEMI,ADEGBIDI,Athlete,Soccer
ADEWALE,ADEGUNJU,Athlete,Soccer
JAIMIE EFROM,ADELMAN,Athlete,Tennis
LANDON,ADELMAN,Athlete,Baseball
EMMANUEL,ADESIDA,Athlete,Basketball
FOFO,ADETOGUN,Athlete,Basketball
JANE,ADEY,Manager, Athlete,Artistic Swimming
STEPHANIE,ADEY,Athlete,Athletics
LAITH,ADI,Athlete,Soccer
HOVANNES,ADIBEKYAN,Athlete,Soccer
ROBERTO,ADINO,Athlete,Wheelchair Basketball
JAMIE,ADJETEY-NELSON,Athlete,Athletics
DEBORAH,ADKINS,Athlete,Athletics
DAVID,ADLARD,Athlete,Fencing
SETH,ADLER,Athlete,Basketball
EDWARD,ADNUM,Athlete,Hockey
AMY,ADOLPHE,Athlete,Gymnastics
ROLF,ADOMEIT,Coach,Figure Skating
CHANCE,ADRIAN,Athlete,Hockey
KELSEY ALEXA,ADRIAN,Athlete,Basketball
QUENTIN,ADRIAN,Athlete,Rugby
P.,ADRIEN,Athlete,Basketball
SEB,ADUGALSKI,Athlete,Athletics
JOCELYN,ADU-GYAMFI,Athlete,Athletics
TREVOR,ADY,Athlete,Racquetball
BRIAN,AEBIG,Athlete,Curling
SHAUN A.,AEBIG,Athlete,Hockey
MATT,AFAGANIS,Athlete,Alpine skiing
HAMZEH IDRIES,AFANI,Athlete,Soccer
JAYCEE LOUISE,AFFELDT,Athlete,Softball
ANIKA,AFFLECK,Athlete,Hockey, Athletics
DARCY,AFFLECK,Athlete,Baseball
JERRED,AFFLECK,Athlete,Swimming
STEVEN SPENCER,AFFLECK,Athlete,Baseball
ZANDER,AFFLECK,Athlete,Soccer
CHRISTOPHER,AFONSO,Athlete,Soccer
CINDY,AFSETH,Athlete,Diving
AUTUMN,AGAR,Athlete,Basketball
BILL D,AGAR,Athlete,Boxing
CARMEN,AGAR,Athlete,Ringette
JON,AGAR,Athlete,Boxing
KEN,AGAR,Manager,Wrestling
NICK RYAN,AGAR,Athlete,Curling
AMAYA,AGARRABEITIA,Manager,Gymnastics
KOSTUBH,AGARWAL,Athlete,Squash
VICTORIA,AGATE,Athlete,Rowing
ABIOLA SUSAN,AGBAYEWA,Athlete,Soccer
TARIK,AGDAY,Athlete,Soccer
AMBER,AGLUKARK,Manager,Badminton
CONNOR CECIL,AGNEW,Athlete,Basketball
DREW FILLMORE,AGNEW,Athlete,Wrestling
JASON,AGNEW,Coach, Manager,Athletics
KELLIE,AGNEW,Athlete,Artistic Swimming
LINDSAY PAIGE,AGNEW,Athlete,Hockey
MEGHAN,AGOSTA,Athlete,Hockey
ALEX,AGOSTINO,Coach,Baseball
GHRANDOZZ,AGUILAR,Athlete,Judo
IVAN,AGUILAR,Athlete,Soccer
DAVID,AGUILERA,Athlete,Judo
ERROL ANTONIO,AGUILERA,Athlete,Athletics
ERROL,AGUILERIA,Athlete,Athletics
JORGE,AGUIRRE,Athlete,Soccer
PAUL,AGYEMAN,Athlete,Soccer
ALAN,AHAC,Coach,Volleyball
ZAHRA,AHAMED,Athlete,Tennis
LESLEY,AHARA,Athlete,Artistic Swimming
CARLY,AHLSTROM,Athlete,Basketball
BALDEV,AHLUWALIA,Athlete,Swimming
RADHIKA,AHLUWALIA,Athlete,Squash
SAUD,AHMAD,Athlete,Soccer
SARFARAZ AMIN,AHMED,Athlete,Squash
ZAID AIT,AHMED,Athlete,Soccer
DAVID,AHO,Athlete,Curling
TATIANA,AHOLOU,Athlete,Athletics
ALAN DEREK,AHOW,Athlete,Volleyball
CATE R,AHRENS,Athlete,Artistic Swimming
PIERRICK,AHSOLONNE,Athlete,Rowing
CINDY,AIELLO,Athlete,Diving
CHRIS,AIKEN,Coach,Hockey
EVA,AIKEN,Athlete,Basketball
KAREN,AIKEN,Athlete,Athletics
ROB,AIKEN,Athlete,Soccer
ROBYN,AIKEN,Coach, Athlete,Hockey
RORY,AIKEN,Athlete,Hockey
DAVID,AIKENS,Coach,Rugby
ELIZABETH ANNE,AIKENS,Athlete,Swimming
DON,AIKIN,Athlete,Hockey
JUSTIN T,AIKINS,Athlete,Hockey
SEAN,AIKMAN,Athlete,Cycling
BEVERLY,AIME,Athlete,Ringette
EFTHER,AIME,Athlete,Basketball
JEFF,AIN,Coach,Cycling
KEELEY,AINGE,Athlete,Softball
TESSA,AINGE,Coach, Manager,Tennis
PAMELA,AINLEY,Athlete,Fencing
RICK,AINLEY,Athlete,Fencing
CHRISTOPHER,AINSWORTH,Athlete,Lacrosse
GRAYDON,AINSWORTH,Athlete,Volleyball
TIM,AINSWORTH,Athlete,Judo
GARY,AIPELLEE,Athlete,Badminton
COLLEEN,AIRD,Coach, Athlete,Artistic Swimming
CODY DONALD BRUCE,AIRDRIE,Athlete,Wrestling
RYAN,AITCHESON,Athlete,Cycling
ANDREW,AITKEN,Athlete,Soccer
CHRIS,AITKEN,Athlete,Badminton, Tennis
ERIC,AITKEN,Athlete,Badminton, Tennis
JENNY,AITKEN,Athlete,Swimming
JENNY LAURA,AITKEN,Athlete,Swimming
JOHNATHAN,AITKEN,Athlete,Hockey
NAT,AITKEN,Athlete,Lacrosse
SANDRA ELIZABETH,AITKEN,Manager,Tennis
SCOTT I,AITKEN,Manager,Judo
ANDREA,AITKENHEAD,Athlete,Soccer
BRIG,AIZPRUA,Athlete,Softball
PELUMI,AJAYI,Athlete,Basketball
ADAM N.,AJUDHIA,Athlete,Speed Skating
RORIE,AKACHUK,Athlete,Boxing
SUZANNAH,AKANA,Athlete,Table Tennis
MICKEY,AKAVAK,Athlete,Volleyball
MICHAEL,AKBASHEV,Athlete,Judo
DERRICK,AKEEAGOK,Athlete,Badminton
JAYKO,AKEEAGOK,Athlete,Badminton
LOGAN,AKER,Athlete,Baseball
COREY,AKERLEY,Coach, Athlete,Volleyball
JEFF ALEX,AKERLEY,Athlete,Volleyball
JACQUELINE,AKERMAN,Coach, Athlete,Biathlon
JENNIFER MARJORIE MARIE,AKERMAN,Athlete,Fencing
ADEL,AKHMED,Athlete,Wheelchair Basketball
KIERAN,AKHTAR,Athlete,Wrestling
SOPE,AKINDOJU,Athlete,Soccer
TENI,AKINDOJU,Athlete,Soccer
OYINKO,AKINOLA,Athlete,Athletics
MICHAEL,AKINS,Athlete,Athletics
STEPHEN,AKINS,Athlete,Figure Skating
ESTHER,AKINSULE,Athlete,Athletics
KAITLYN,AKITT,Athlete,Rowing
MICHELLE,AKIZUKI,Athlete,Softball
ADAM OTTO,AKKERMAN,Athlete,Rowing
JORDAN,AKOW,Athlete,Target Shooting
BRYAN,AKRE,Athlete,Athletics
MEGAN,AKSENCHUK,Athlete,Speed Skating
FATIH,AKSER,Coach,Basketball
ALEXANDRE,ALABANESE,Athlete,Fencing
KENT,ALACIDA,Athlete,Basketball
NICOLAS,ALACOQUE,Athlete,Athletics
SARA,AL-ADRA,Athlete,Gymnastics
ADHAM,ALAILY,Athlete,Tennis
CHRISTIAN,ALAIN,Athlete,Athletics
JILL LAUREN NASH,ALAIN,Athlete,Hockey
KRISTEL -,ALAIN,Athlete,Archery
NICOLE,ALAIN,Athlete,Volleyball
PIERRE,ALAIN,Coach,Hockey
SHEA,ALAIN,Athlete,Soccer
TARJI,ALA-KORPI,Athlete,Cross Country Skiing
AYOUB,AL-ARABI,Athlete,Soccer
ERIC,ALARIE,Athlete,Hockey
J.P.,ALARIE,Athlete,Judo
STEPHANE,ALARY,Coach,Lacrosse
KYLE C,ALAVER,Athlete,Fencing
CHRISTINA MICHELLE,ALBERS,Athlete,Volleyball
DEANNA,ALBERS,Athlete,Volleyball
DON,ALBERS,Athlete,Baseball
DONALD,ALBERS,Athlete,Baseball
BUNTY,ALBERT,Manager,Athletics
CHANTAL,ALBERT,Athlete,Rowing
CRAIG,ALBERT,Athlete,Rugby, Wrestling
ELISABETH,ALBERT,Athlete,Cycling, Speed Skating
JEAN,ALBERT,Athlete,Water Ski
JEAN-MARC,ALBERT,Athlete,Water Ski
JEREMY JUSTIN,ALBERT,Athlete,Diving
JOLAI,ALBERT,Athlete,Gymnastics
LIETTE,ALBERT,Athlete,Volleyball
MADELEINE GABRIELLE,ALBERT,Athlete,Soccer
MARTINE,ALBERT,Athlete,Biathlon
MICHELE,ALBERT,Athlete,Water Ski
SONNY,ALBERT,Apprentice Coach,Badminton
SUZANNE,ALBERT,Athlete,Water Ski
UELI,ALBERT,Coach,Athletics
NYWANI GUYANNA,ALBERT-HOWE,Athlete,Fencing
DARS,ALBERTINI,Athlete,Judo
A.,ALBERTS,Athlete,Volleyball
ALISHA J,ALBERTS,Athlete,Gymnastics
JOE,ALBO,Coach,Soccer
KELLY,ALBRECHT,Athlete,Swimming
LEX,ALBRECHT,Athlete,Cycling
MATTHEW,ALBRECHT,Athlete,Gymnastics
DANIEL ALFREDS GEORGE,ALBRECHTSONS,Athlete,Swimming
CATHY,ALCOCK,Athlete,Soccer
KAREN,ALCOCK,Athlete,Basketball
SUSAN,ALCOCK,Athlete,Tennis
KATHY,ALCORN,Athlete,Athletics
KELLY,ALCORN,Athlete,Athletics
DANIELLE,ALDCORN,Athlete,Gymnastics
LANCE SCOTT,ALDCORN,Athlete,Basketball
CAITLIN MORGAN,ALDER,Athlete,Judo
RACHEL,ALDER,Athlete,Wrestling
HARRY,ALDERMAN,Athlete,Baseball
STEPHEN,ALDERS,Athlete,Hockey
DANA,ALDERSON,Athlete,Ringette
JACQUELYN,ALDERSON,Athlete,Field Hockey
LEELAND,ALDERSON,Athlete,Soccer
SHELBY,ALDOUS,Athlete,Softball, Hockey
KHALED,ALDRAR,Athlete,Wrestling
JOHN STEVEN,ALDRED,Athlete,Soccer
TODD JUSTIN,ALDRED,Athlete,Softball
TREVOR,ALDRED,Athlete,Softball
SCOTT,ALDRIDGE,Athlete,Wrestling
CAROLYN,ALDWINCKLE,Athlete,Volleyball
JOEY,ALE,Athlete,Hockey
RYAN,ALE,Athlete,Hockey
BRENDAN,ALEC,Athlete,Softball
WILLIAM,ALEEKUK,Athlete,Cross Country Skiing
MARKO,ALEKSIC,Athlete,Soccer
CARMYN,ALESHKA,Athlete,Soccer
ALLISON M,ALEXANDER,Athlete,Biathlon
ANDARIA,ALEXANDER,Athlete,Figure Skating
ANGELA KELLY,ALEXANDER,Athlete,Wheelchair Basketball
ANIKA,ALEXANDER,Athlete,Squash
ASHLEIGH CHLOE,ALEXANDER,Athlete,Alpine skiing
BARBARA,ALEXANDER,Athlete,Badminton
CHANNIA PAYTON DAWN,ALEXANDER,Athlete,Hockey
DANIEL,ALEXANDER,Athlete,Judo
DANNY,ALEXANDER,Athlete,Hockey
DAVID,ALEXANDER,Athlete,Badminton
DIEDRE,ALEXANDER,Athlete,Basketball
EARL,ALEXANDER,Athlete,Archery
EMILY,ALEXANDER,Athlete,Badminton
GEORGIA,ALEXANDER,Athlete,Basketball
HEATHER,ALEXANDER,Athlete,Alpine skiing
IAN,ALEXANDER,Athlete,Softball
JENNY,ALEXANDER,Athlete,Swimming
KAREN,ALEXANDER,Coach,Figure Skating
KAREN,ALEXANDER,Athlete,Hockey
KATELYN,ALEXANDER,Athlete,Target Shooting
KATHERINE,ALEXANDER,Athlete,Artistic Swimming
KELSEY JOANNE,ALEXANDER,Athlete,Swimming
KEVIN BROCK,ALEXANDER,Athlete,Hockey
KINGSLEY KWABENA,ALEXANDER,Athlete,Boxing
KYLE,ALEXANDER,Athlete,Alpine skiing
LAUREL D,ALEXANDER,Athlete,Artistic Swimming
LAURIE L.,ALEXANDER,Athlete,Hockey
LISA,ALEXANDER,Athlete,Artistic Swimming
LLOYD,ALEXANDER,Athlete,Water Ski
MALACHI,ALEXANDER,Athlete,Basketball
MATTHEW GORDON,ALEXANDER,Athlete,Badminton
MICHAEL RICHARD,ALEXANDER,Athlete,Baseball
MIKE G,ALEXANDER,Coach,Badminton
PATRICK,ALEXANDER,Coach, Manager,Volleyball, Athletics
PERRY,ALEXANDER,Athlete,Hockey, Baseball
RICHARD,ALEXANDER,Athlete,Swimming
RICKI,ALEXANDER,Athlete,Hockey
ROB,ALEXANDER,Athlete,Rowing
RUSSELL,ALEXANDER,Athlete,Rowing
SEAN STUART,ALEXANDER,Athlete,Alpine skiing
SHANE A.,ALEXANDER,Athlete,Judo
SHARON R,ALEXANDER,Athlete,Artistic Swimming
SHELLEY,ALEXANDER,Athlete,Rowing
TIMOTHY,ALEXANDER,Coach,Swimming
TREVOR,ALEXANDER,Athlete,Curling
TROY,ALEXANDER,Athlete,Judo
JONATHAN,ALEXANDER-GUILLAUME,Athlete,Basketball
DENIS,ALEXANDRE,Athlete,Racquetball
PETER MIKE,ALEXANDRE,Athlete,Athletics
PETER-MIKE,ALEXANDRE,Athlete,Athletics
JENNY,ALEXIS,Athlete,Basketball
JORDAN,ALEXIUK,Athlete,Swimming
JAN,ALFHEIM,Athlete,Wrestling
KRISTY,ALFORD,Athlete,Athletics
TARA,ALGAJER,Athlete,Volleyball
CHRIS,ALGAR,Coach,Cross Country Skiing
CHRIS K,ALGAR,Athlete,Cross Country Skiing
DAVE,ALGAR,Coach,Cross Country Skiing
ROSS,ALGER,Athlete,Volleyball
ETHAN,ALGRA,Athlete,Biathlon
JAROD,ALGRA,Athlete,Biathlon
LYNN,ALGRA,Manager,Biathlon
SAJJ,ALHADDAD,Athlete,Athletics
BETH ANNE,ALI,Coach,Field Hockey
FASIL,ALI,Manager,Field Hockey
REHAN,ALI,Athlete,Soccer
SARAH,ALI,Athlete,Speed Skating
ARASH,ALIDOUSTI,Athlete,Wrestling
NICK,ALIE DAY,Athlete,Soccer
ANDRE,ALIE,Athlete,Softball
ALADIN,ALIHODZIC,Athlete,Soccer
ELISE,ALIPHAT,Athlete,Fencing
GABRIEL,ALIPHAT,Athlete,Fencing
DENIS,ALISIC,Athlete,Swimming
RYMA,ALIUNAS,Athlete,Athletics
CEDRIC,ALLABY,Athlete,Athletics
DONNA,ALLABY,Athlete,Field Hockey
JESSE,ALLABY,Athlete,Rugby
DONNA,ALLABY-SHUGART,Manager,Field Hockey
BRIAN,ALLAIN,Technical Support,Soccer
CHANEL,ALLAIN,Athlete,Softball
CHANTALE,ALLAIN,Athlete,Field Hockey
CLARENCE,ALLAIN,Athlete,Canoe Kayak
DOMINIC,ALLAIN,Athlete,Soccer
FRÉDÉRIC,ALLAIN,Athlete,Figure Skating
FREDERIC,ALLAIN,Athlete,Figure Skating
GILIBERTE,ALLAIN,Athlete,Softball
JEAN,ALLAIN,Athlete,Field Hockey
JEAN MARIE,ALLAIN,Athlete,Boxing
KARALEE,ALLAIN,Manager,Softball
